Aangeboden sinds,Aantal badkamers,Aantal kamers,Aantal woonlagen,Aanvaarding,Address,Area,Areacode,Badkamervoorzieningen,Bijdrage VvE,Bouwjaar,C.V.-ketel,Eigendomssituatie,Energielabel,Gelegen op,Inhoud,Inschrijving KvK,Isolatie,Jaarlijkse vergadering,Ligging,Link,Onderhoudsplan,Oorspronkelijke vraagprijs,Opstalverzekering,Periodieke bijdrage,Postcode,Reservefonds aanwezig,Soort appartement,Soort bouw,Soort dak,Soort parkeergelegenheid,Status,Verwarming,Voorzieningen,Vraagprijs,Warm water,Wonen (= woonoppervlakte)
6+ maanden,1 badkamer,3 kamers (2 slaapkamers),1 woonlaag,"In overleg, No-Risk clausule mogelijk|?",Brederodestraat 30 II,Helmersbuurt,1054,Douche en toilet,€ 60 per maand,1901,"2000, Eigendom",Volle eigendom,Niet beschikbaar,3e woonlaag,170,Ja,Geen isolatie,Ja,Aan rustige weg en in woonwijk,http://www.funda.nl/koop/amsterdam/appartement-48529378-brederodestraat-30-ii/kenmerken,Ja,€ 239000,Ja,Ja (€ 60 per maand),1054 MV Amsterdam Gewijzigd Verkocht onder voorbehoud,Ja,Bovenwoning (appartement),Bestaande bouw,Plat dak,Parkeervergunningen,Verkocht onder voorbehoud,C.V.-ketel,TV kabel,€ 219000,C.V.-ketel,57
